index,airline,date_of_journey,Source,destination,route,dep_time,Arrival_time,Duration,Total_stops
9897,TruJet,2025-11-04,Bangalore,Ahmedabad,BAN-VAR-AHM,19:37,23:01,13h 0min,1 stop
9898,GoAir,2020-03-08,Cochin,Kolkata,COC-HYD-IND-AHM-KOL,03:17,08:06,4h 30min,3 stops
9899,IndiGo,2020-11-18,Chennai,Patna,CHE-BAN-PAT,15:33,02:03,8h 0min,1 stop
9900,AirAsia India,2021-06-04,Nagpur,Patna,NAG-PAT,08:01,04:05,3h 0min,non-stop
9901,TruJet,2021-12-24,Bhubaneswar,Bangalore,BHU-PAT-MUM-GOA-BAN,12:54,06:08,5h 30min,3 stops
9902,TruJet,2023-09-07,Nagpur,Lucknow,NAG-PUN-LUC,09:15,07:58,12h 15min,1 stop
9903,Vistara,2024-04-07,Hyderabad,Patna,HYD-KOL-VAR-PAT,01:01,20:46,3h 0min,2 stops
9904,Alliance Air,2023-03-16,Kolkata,Varanasi,KOL-HYD-JAI-VAR,01:35,20:37,2h 15min,2 stops
9905,SpiceJet,2022-01-05,Delhi,Bhubaneswar,DEL-BAN-HYD-MUM-BHU,18:04,23:56,2h 15min,3 stops
9906,TruJet,2019-01-22,Surat,Kolkata,SUR-KOL,01:47,07:59,3h 0min,non-stop
9907,Alliance Air,2025-12-02,Delhi,Hyderabad,DEL-LUC-MUM-HYD,03:44,04:22,13h 0min,2 stops
9908,GoAir,2025-08-05,Delhi,Varanasi,DEL-COC-VAR,18:04,08:17,2h 15min,1 stop
9909,GoAir,2022-11-22,Guwahati,Hyderabad,GUW-SUR-HYD,07:13,06:38,11h 0min,1 stop
9910,Alliance Air,2022-06-01,Varanasi,Jaipur,VAR-COC-JAI,19:23,14:05,2h 45min,1 stop
9911,TruJet,2025-10-09,Pune,Lucknow,PUN-LUC,08:08,21:32,13h 0min,non-stop
9912,Vistara,2023-10-04,Indore,Kolkata,IND-AHM-KOL,11:01,16:27,10h 0min,1 stop
9913,Akasa Air,2021-06-19,Raipur,Ahmedabad,RAI-KOL-IND-AHM,13:25,12:34,5h 15min,2 stops
9914,SpiceJet,2021-11-06,Hyderabad,Cochin,HYD-SUR-KOL-COC,05:04,02:13,5h 15min,2 stops
9915,IndiGo,2022-11-08,Pune,Patna,PUN-AHM-PAT,23:52,23:22,14h 30min,1 stop
9916,Akasa Air,2020-08-17,Mumbai,Nagpur,MUM-BAN-PUN-LUC-NAG,19:15,00:10,6h 45min,3 stops
9917,Alliance Air,2022-01-05,Pune,Indore,PUN-IND,08:00,13:27,13h 0min,non-stop
9918,GoAir,2022-09-26,Bhubaneswar,Nagpur,BHU-AHM-COC-PAT-NAG,14:07,03:59,1h 45min,3 stops
9919,TruJet,2020-04-01,Jaipur,Chennai,JAI-LUC-CHE,06:05,18:47,15h 45min,1 stop
9920,Star Air,2022-12-25,Delhi,Bangalore,DEL-AHM-BAN,00:05,03:35,3h 30min,1 stop
9921,Vistara,2024-08-15,Patna,Varanasi,PAT-GOA-HYD-VAR,06:50,08:14,13h 30min,2 stops
9922,Vistara,2020-11-26,Bangalore,Nagpur,BAN-KOL-BHU-NAG,15:29,11:32,11h 45min,2 stops
9923,Alliance Air,2021-10-06,Hyderabad,Goa,HYD-VAR-NAG-DEL-GOA,04:00,10:12,2h 0min,3 stops
9924,IndiGo,2023-06-23,Guwahati,Delhi,GUW-VAR-PUN-DEL,03:26,01:14,12h 15min,2 stops
9925,Air India,2020-01-24,Patna,Guwahati,PAT-GUW,16:33,16:49,14h 15min,non-stop
9926,IndiGo,2025-05-27,Raipur,Delhi,RAI-VAR-BAN-DEL,13:13,20:10,13h 0min,2 stops
9927,Air India,2024-02-23,Patna,Guwahati,PAT-GUW,15:31,22:22,14h 15min,non-stop
9928,Vistara,2023-11-08,Delhi,Raipur,DEL-LUC-GOA-COC-RAI,22:47,17:01,12h 15min,3 stops
9929,Star Air,2021-06-23,Surat,Kolkata,SUR-BAN-JAI-KOL,06:09,10:42,3h 45min,2 stops
9930,Vistara,2025-07-19,Jaipur,Delhi,JAI-MUM-GOA-DEL,21:39,19:10,12h 30min,2 stops
9931,IndiGo,2025-10-05,Cochin,Guwahati,COC-GOA-GUW,01:38,16:13,9h 15min,1 stop
9932,TruJet,2019-06-12,Raipur,Kolkata,RAI-LUC-GOA-KOL,07:57,01:25,3h 0min,2 stops
9933,Star Air,2020-09-28,Chennai,Nagpur,CHE-LUC-PUN-NAG,17:09,16:00,14h 45min,2 stops
9934,Alliance Air,2022-05-02,Pune,Bangalore,PUN-AHM-GUW-RAI-BAN,04:04,12:59,1h 30min,3 stops
9935,SpiceJet,2020-09-19,Bangalore,Pune,BAN-KOL-NAG-PAT-PUN,05:02,06:08,11h 15min,3 stops
9936,GoAir,2022-03-05,Raipur,Goa,RAI-GOA,00:23,11:06,3h 45min,non-stop
9937,Star Air,2025-06-16,Patna,Guwahati,PAT-GOA-GUW,18:13,21:51,3h 30min,1 stop
9938,AirAsia India,2020-11-17,Pune,Cochin,PUN-IND-DEL-COC,18:54,15:50,7h 30min,2 stops
9939,SpiceJet,2023-01-01,Raipur,Lucknow,RAI-IND-BAN-LUC,18:03,04:15,9h 30min,2 stops
9940,Air India,2022-03-18,Kolkata,Mumbai,KOL-RAI-MUM,19:29,06:29,7h 30min,1 stop
9941,AirAsia India,2021-07-25,Indore,Hyderabad,IND-DEL-SUR-HYD,21:47,06:35,2h 45min,2 stops
9942,TruJet,2019-08-01,Hyderabad,Bangalore,HYD-RAI-DEL-BAN,15:44,15:39,11h 45min,2 stops
9943,Akasa Air,2025-09-13,Kolkata,Surat,KOL-SUR,11:15,07:06,11h 30min,non-stop
9944,SpiceJet,2021-11-09,Kolkata,Cochin,KOL-HYD-BAN-COC,13:05,20:31,6h 0min,2 stops
9945,AirAsia India,2025-06-12,Patna,Mumbai,PAT-BAN-MUM,07:34,17:06,15h 30min,1 stop
9946,AirAsia India,2020-01-12,Varanasi,Bangalore,VAR-IND-KOL-BAN,15:24,00:42,8h 0min,2 stops
9947,Star Air,2022-12-28,Indore,Mumbai,IND-MUM,03:50,19:36,13h 30min,non-stop
9948,GoAir,2024-04-02,Nagpur,Raipur,NAG-RAI,03:41,18:15,15h 15min,non-stop
9949,Air India,2024-01-20,Goa,Mumbai,GOA-DEL-GUW-MUM,17:58,11:57,12h 15min,2 stops
9950,TruJet,2019-10-08,Jaipur,Chennai,JAI-BHU-COC-PAT-CHE,00:49,13:01,15h 0min,3 stops
9951,AirAsia India,2024-07-17,Kolkata,Hyderabad,KOL-HYD,00:52,07:07,3h 0min,non-stop
9952,AirAsia India,2025-11-22,Jaipur,Lucknow,JAI-PUN-LUC,07:28,23:00,1h 30min,1 stop
9953,Star Air,2024-07-05,Lucknow,Nagpur,LUC-IND-BAN-RAI-NAG,23:42,12:54,4h 30min,3 stops
9954,Star Air,2025-03-25,Varanasi,Bangalore,VAR-BAN,08:02,11:20,13h 15min,non-stop
9955,Akasa Air,2023-10-27,Bhubaneswar,Patna,BHU-NAG-VAR-PAT,07:43,11:35,9h 15min,2 stops
9956,Vistara,2025-07-25,Goa,Kolkata,GOA-JAI-RAI-SUR-KOL,12:53,01:24,3h 30min,3 stops
9957,GoAir,2021-08-27,Jaipur,Pune,JAI-BAN-PUN,18:49,07:58,3h 30min,1 stop
9958,TruJet,2022-07-19,Guwahati,Jaipur,GUW-JAI,11:29,11:43,10h 45min,non-stop
9959,TruJet,2019-05-22,Lucknow,Pune,LUC-KOL-DEL-PUN,01:08,11:53,4h 45min,2 stops
9960,GoAir,2025-06-05,Cochin,Delhi,COC-DEL,20:00,09:52,7h 15min,non-stop
9961,Star Air,2025-11-11,Goa,Bangalore,GOA-NAG-GUW-CHE-BAN,20:40,19:00,2h 15min,3 stops
9962,GoAir,2024-12-28,Goa,Varanasi,GOA-VAR,17:44,01:42,3h 45min,non-stop
9963,Akasa Air,2023-12-02,Bangalore,Mumbai,BAN-MUM,17:01,19:45,4h 0min,non-stop
9964,Air India,2023-09-19,Indore,Bangalore,IND-BAN,12:18,17:26,4h 45min,non-stop
9965,Vistara,2020-07-02,Pune,Cochin,PUN-COC,08:52,15:10,13h 0min,non-stop
9966,Akasa Air,2023-05-10,Bangalore,Varanasi,BAN-NAG-IND-VAR,09:58,20:26,11h 15min,2 stops
9967,SpiceJet,2024-01-26,Varanasi,Hyderabad,VAR-COC-HYD,00:07,13:58,15h 45min,1 stop
9968,Akasa Air,2019-09-14,Bangalore,Surat,BAN-IND-SUR,06:33,11:25,6h 30min,1 stop
9969,Air India,2022-03-03,Jaipur,Cochin,JAI-KOL-COC,23:27,13:10,6h 15min,1 stop
9970,SpiceJet,2023-06-02,Nagpur,Chennai,NAG-AHM-COC-CHE,20:34,07:42,3h 30min,2 stops
9971,Star Air,2024-01-16,Pune,Raipur,PUN-GUW-SUR-HYD-RAI,10:15,20:06,10h 45min,3 stops
9972,GoAir,2019-03-03,Guwahati,Bhubaneswar,GUW-NAG-BHU,15:51,03:18,12h 30min,1 stop
9973,Vistara,2023-03-09,Chennai,Pune,CHE-AHM-COC-PUN,03:52,21:40,9h 15min,2 stops
9974,Air India,2022-08-24,Indore,Patna,IND-NAG-AHM-PAT,22:05,16:44,11h 15min,2 stops
9975,AirAsia India,2022-04-20,Delhi,Cochin,DEL-GUW-CHE-IND-COC,21:34,21:56,2h 30min,3 stops
9976,Air India,2021-11-20,Goa,Jaipur,GOA-SUR-HYD-NAG-JAI,23:20,16:49,13h 15min,3 stops
9977,IndiGo,2022-04-07,Bangalore,Mumbai,BAN-MUM,23:43,00:01,5h 45min,non-stop
9978,Star Air,2022-02-16,Lucknow,Raipur,LUC-VAR-RAI,02:22,04:56,13h 15min,1 stop
9979,TruJet,2020-04-17,Jaipur,Guwahati,JAI-GUW,13:41,15:20,13h 15min,non-stop
9980,AirAsia India,2021-11-08,Patna,Kolkata,PAT-RAI-CHE-MUM-KOL,00:18,18:03,10h 30min,3 stops
9981,IndiGo,2023-03-12,Chennai,Surat,CHE-SUR,10:49,05:35,15h 15min,non-stop
9982,Air India,2025-10-03,Bangalore,Kolkata,BAN-KOL,17:42,09:43,11h 45min,non-stop
9983,Star Air,2023-07-25,Ahmedabad,Cochin,AHM-COC,05:49,11:42,3h 0min,non-stop
9984,Akasa Air,2022-04-10,Nagpur,Varanasi,NAG-CHE-SUR-BAN-VAR,23:35,08:10,1h 45min,3 stops
9985,Star Air,2025-09-27,Cochin,Surat,COC-NAG-SUR,01:07,19:05,8h 30min,1 stop
9986,Vistara,2021-10-15,Lucknow,Guwahati,LUC-JAI-GUW,21:54,06:14,15h 30min,1 stop
9987,SpiceJet,2022-12-25,Kolkata,Varanasi,KOL-GOA-JAI-VAR,13:00,22:45,10h 30min,2 stops
9988,Vistara,2019-11-26,Mumbai,Lucknow,MUM-NAG-PUN-LUC,14:22,04:51,14h 30min,2 stops
9989,IndiGo,2025-11-21,Lucknow,Hyderabad,LUC-NAG-BAN-GOA-HYD,08:50,21:12,4h 30min,3 stops
9990,Akasa Air,2022-03-22,Nagpur,Indore,NAG-IND,02:14,08:22,11h 30min,non-stop
9991,Vistara,2019-02-25,Nagpur,Goa,NAG-GOA,00:18,18:53,3h 45min,non-stop
9992,Akasa Air,2019-10-14,Chennai,Delhi,CHE-IND-LUC-RAI-DEL,03:29,16:57,11h 30min,3 stops
9993,AirAsia India,2021-12-22,Patna,Delhi,PAT-RAI-MUM-DEL,08:21,01:51,14h 30min,2 stops
9994,AirAsia India,2023-12-01,Nagpur,Goa,NAG-JAI-GOA,03:40,00:20,6h 0min,1 stop
9995,Air India,2023-05-28,Pune,Raipur,PUN-DEL-RAI,05:53,05:01,3h 30min,1 stop
9996,AirAsia India,2023-05-04,Bangalore,Hyderabad,BAN-HYD,12:41,16:03,1h 30min,non-stop
9997,Alliance Air,2019-07-07,Delhi,Guwahati,DEL-NAG-GUW,08:49,17:01,10h 15min,1 stop
9998,GoAir,2019-01-17,Varanasi,Bangalore,VAR-BAN,23:02,08:49,7h 45min,non-stop
9999,TruJet,2025-10-05,Guwahati,Mumbai,GUW-BAN-NAG-MUM,19:19,14:26,2h 0min,2 stops
10000,SpiceJet,2022-02-23,Bangalore,Hyderabad,BAN-NAG-AHM-VAR-HYD,08:20,17:50,11h 0min,3 stops
10001,GoAir,2020-06-20,Cochin,Nagpur,COC-NAG,04:26,22:00,14h 15min,non-stop
10002,IndiGo,2021-08-26,Guwahati,Chennai,GUW-KOL-CHE,13:36,21:58,13h 30min,1 stop
10003,Vistara,2022-08-16,Goa,Pune,GOA-BHU-PUN,23:08,01:59,15h 45min,1 stop
10004,Vistara,2021-12-14,Delhi,Mumbai,DEL-SUR-JAI-MUM,01:55,14:41,12h 15min,2 stops
10005,SpiceJet,2023-04-15,Varanasi,Bhubaneswar,VAR-BHU,18:29,18:34,13h 0min,non-stop
10006,Vistara,2025-06-05,Guwahati,Surat,GUW-NAG-SUR,12:29,17:46,7h 0min,1 stop
10007,Star Air,2024-04-08,Hyderabad,Ahmedabad,HYD-MUM-AHM,19:45,21:51,6h 30min,1 stop
10008,Vistara,2021-12-25,Goa,Delhi,GOA-COC-GUW-MUM-DEL,18:05,17:18,15h 45min,3 stops
10009,Alliance Air,2025-11-07,Varanasi,Nagpur,VAR-LUC-SUR-AHM-NAG,16:55,05:59,5h 0min,3 stops
10010,IndiGo,2020-09-27,Kolkata,Pune,KOL-JAI-PUN,18:04,09:44,3h 30min,1 stop
10011,Air India,2022-09-21,Indore,Surat,IND-AHM-GUW-SUR,05:17,12:41,9h 30min,2 stops
10012,AirAsia India,2021-09-03,Goa,Surat,GOA-RAI-MUM-KOL-SUR,03:00,03:38,12h 0min,3 stops
10013,Alliance Air,2025-11-13,Patna,Chennai,PAT-PUN-IND-RAI-CHE,07:52,05:39,13h 30min,3 stops
10014,Star Air,2023-09-23,Bangalore,Jaipur,BAN-LUC-KOL-JAI,15:58,19:04,1h 30min,2 stops
10015,GoAir,2021-05-22,Hyderabad,Patna,HYD-GUW-BAN-LUC-PAT,09:23,16:58,3h 30min,3 stops
10016,Akasa Air,2022-04-03,Nagpur,Bhubaneswar,NAG-BHU,23:07,16:37,7h 0min,non-stop
10017,Air India,2023-12-25,Jaipur,Indore,JAI-IND,13:51,03:55,14h 0min,non-stop
10018,Alliance Air,2024-03-23,Bangalore,Chennai,BAN-AHM-GUW-LUC-CHE,15:06,02:23,4h 30min,3 stops
10019,SpiceJet,2022-01-07,Patna,Surat,PAT-GUW-BHU-SUR,07:04,16:40,7h 45min,2 stops
10020,IndiGo,2022-07-25,Mumbai,Ahmedabad,MUM-JAI-AHM,07:51,10:58,9h 0min,1 stop
10021,AirAsia India,2023-05-23,Bhubaneswar,Patna,BHU-PAT,13:47,07:30,7h 15min,non-stop
10022,IndiGo,2020-01-26,Lucknow,Guwahati,LUC-GOA-MUM-GUW,18:57,07:54,1h 15min,2 stops
10023,SpiceJet,2023-08-09,Nagpur,Indore,NAG-IND,05:30,20:13,6h 0min,non-stop
10024,Star Air,2023-01-25,Guwahati,Mumbai,GUW-PAT-BHU-MUM,02:15,19:52,13h 30min,2 stops
10025,GoAir,2025-11-25,Pune,Kolkata,PUN-CHE-RAI-KOL,17:00,13:28,8h 30min,2 stops
10026,Star Air,2024-09-12,Kolkata,Surat,KOL-IND-HYD-DEL-SUR,06:03,20:41,5h 15min,3 stops
10027,Star Air,2022-07-20,Kolkata,Patna,KOL-PUN-MUM-PAT,13:14,04:05,10h 15min,2 stops
10028,Vistara,2025-10-08,Delhi,Surat,DEL-HYD-SUR,20:46,12:32,15h 45min,1 stop
10029,TruJet,2025-09-05,Hyderabad,Chennai,HYD-KOL-CHE,08:40,13:07,2h 30min,1 stop
10030,GoAir,2022-07-19,Mumbai,Raipur,MUM-PAT-RAI,15:12,00:56,10h 15min,1 stop
10031,IndiGo,2023-12-08,Hyderabad,Patna,HYD-PUN-COC-PAT,02:35,08:00,2h 45min,2 stops
10032,TruJet,2024-01-14,Nagpur,Patna,NAG-HYD-PAT,14:46,05:41,13h 15min,1 stop
10033,Air India,2022-10-17,Cochin,Pune,COC-PUN,17:09,19:43,4h 45min,non-stop
10034,Air India,2022-10-27,Delhi,Patna,DEL-NAG-BAN-PAT,11:08,12:30,10h 30min,2 stops
10035,AirAsia India,2019-09-26,Jaipur,Surat,JAI-SUR,15:35,07:05,12h 0min,non-stop
10036,Akasa Air,2021-07-20,Goa,Mumbai,GOA-HYD-MUM,01:37,09:21,4h 45min,1 stop
10037,GoAir,2024-02-11,Ahmedabad,Bhubaneswar,AHM-KOL-LUC-SUR-BHU,23:11,00:25,6h 30min,3 stops
10038,AirAsia India,2020-02-13,Mumbai,Bangalore,MUM-SUR-BAN,23:57,10:06,4h 15min,1 stop
10039,TruJet,2025-05-01,Raipur,Chennai,RAI-SUR-NAG-CHE,15:24,06:16,4h 0min,2 stops
10040,SpiceJet,2021-01-23,Hyderabad,Jaipur,HYD-COC-JAI,20:49,05:18,12h 0min,1 stop
10041,Air India,2019-03-25,Guwahati,Patna,GUW-PAT,04:44,00:45,5h 15min,non-stop
10042,Akasa Air,2021-04-08,Bhubaneswar,Hyderabad,BHU-JAI-IND-PAT-HYD,04:21,04:56,6h 0min,3 stops
10043,Akasa Air,2019-02-21,Goa,Guwahati,GOA-KOL-LUC-PUN-GUW,11:57,06:47,7h 30min,3 stops
10044,Star Air,2023-12-12,Cochin,Hyderabad,COC-LUC-HYD,01:19,09:33,8h 45min,1 stop
10045,Alliance Air,2019-11-07,Jaipur,Raipur,JAI-RAI,10:02,02:40,3h 30min,non-stop
10046,Alliance Air,2022-12-10,Indore,Varanasi,IND-DEL-COC-BAN-VAR,05:56,04:04,11h 15min,3 stops
10047,GoAir,2025-09-20,Chennai,Pune,CHE-PUN,17:08,14:07,9h 45min,non-stop
10048,Star Air,2025-06-01,Bangalore,Pune,BAN-PAT-PUN,13:31,19:59,2h 15min,1 stop
10049,TruJet,2021-11-13,Varanasi,Pune,VAR-MUM-PUN,02:26,10:01,1h 45min,1 stop
10050,Alliance Air,2019-12-28,Delhi,Cochin,DEL-PAT-BHU-COC,22:12,05:11,5h 30min,2 stops
10051,Alliance Air,2020-09-03,Patna,Delhi,PAT-BHU-RAI-HYD-DEL,06:34,10:50,8h 30min,3 stops
10052,TruJet,2019-08-02,Goa,Guwahati,GOA-GUW,17:41,12:58,4h 0min,non-stop
10053,SpiceJet,2021-03-12,Lucknow,Guwahati,LUC-HYD-GUW,03:36,10:23,7h 45min,1 stop
10054,TruJet,2023-04-18,Goa,Chennai,GOA-PUN-AHM-NAG-CHE,23:17,15:15,1h 15min,3 stops
10055,IndiGo,2024-09-13,Chennai,Bhubaneswar,CHE-COC-PAT-DEL-BHU,09:36,22:29,11h 15min,3 stops
10056,IndiGo,2025-06-18,Hyderabad,Cochin,HYD-LUC-COC,06:01,12:09,14h 15min,1 stop
10057,GoAir,2025-04-12,Cochin,Indore,COC-PUN-IND,18:22,07:38,7h 0min,1 stop
10058,AirAsia India,2023-02-28,Surat,Mumbai,SUR-JAI-PAT-MUM,20:56,10:34,4h 0min,2 stops
10059,Alliance Air,2022-11-10,Surat,Hyderabad,SUR-GOA-PAT-JAI-HYD,02:58,18:08,12h 15min,3 stops
10060,Alliance Air,2024-05-14,Mumbai,Chennai,MUM-DEL-PAT-NAG-CHE,15:20,12:37,12h 0min,3 stops
10061,AirAsia India,2025-11-06,Lucknow,Kolkata,LUC-KOL,12:48,17:29,9h 30min,non-stop
10062,SpiceJet,2019-08-14,Mumbai,Nagpur,MUM-VAR-BAN-PAT-NAG,00:51,17:35,5h 45min,3 stops
10063,Alliance Air,2021-09-19,Bhubaneswar,Nagpur,BHU-BAN-HYD-AHM-NAG,15:40,02:34,10h 0min,3 stops
10064,Star Air,2019-12-27,Delhi,Surat,DEL-JAI-AHM-SUR,13:46,07:13,10h 0min,2 stops
10065,IndiGo,2025-02-16,Lucknow,Hyderabad,LUC-AHM-HYD,12:10,19:05,14h 0min,1 stop
10066,IndiGo,2022-08-04,Delhi,Guwahati,DEL-BAN-CHE-GUW,01:06,00:28,6h 30min,2 stops
10067,GoAir,2020-07-08,Guwahati,Raipur,GUW-SUR-PAT-BHU-RAI,21:49,21:37,1h 15min,3 stops
10068,Akasa Air,2020-06-14,Lucknow,Guwahati,LUC-GUW,17:08,08:14,11h 45min,non-stop
10069,Akasa Air,2021-09-24,Hyderabad,Goa,HYD-GOA,12:16,10:30,3h 0min,non-stop
10070,SpiceJet,2022-12-19,Patna,Raipur,PAT-RAI,16:16,12:28,11h 45min,non-stop
10071,SpiceJet,2019-12-16,Indore,Kolkata,IND-PUN-GOA-LUC-KOL,15:11,11:15,6h 45min,3 stops
10072,AirAsia India,2022-12-21,Hyderabad,Mumbai,HYD-LUC-IND-BHU-MUM,12:09,17:22,1h 30min,3 stops
10073,Air India,2024-01-15,Cochin,Lucknow,COC-RAI-LUC,18:40,16:23,1h 45min,1 stop
10074,GoAir,2020-05-21,Mumbai,Varanasi,MUM-PUN-SUR-VAR,09:36,20:58,7h 0min,2 stops
10075,Air India,2025-03-03,Ahmedabad,Varanasi,AHM-NAG-VAR,16:20,15:00,11h 30min,1 stop
10076,IndiGo,2019-09-02,Cochin,Nagpur,COC-NAG,03:06,02:58,7h 30min,non-stop
10077,IndiGo,2020-01-11,Guwahati,Surat,GUW-PUN-SUR,19:11,11:02,15h 45min,1 stop
10078,Vistara,2020-04-16,Indore,Varanasi,IND-MUM-SUR-NAG-VAR,03:11,12:59,1h 45min,3 stops
10079,Akasa Air,2025-10-12,Kolkata,Varanasi,KOL-MUM-NAG-VAR,23:23,13:34,11h 15min,2 stops
10080,GoAir,2019-05-06,Raipur,Hyderabad,RAI-NAG-HYD,12:30,11:34,1h 0min,1 stop
10081,Alliance Air,2020-10-16,Mumbai,Chennai,MUM-JAI-COC-CHE,11:46,14:33,3h 45min,2 stops
10082,TruJet,2024-06-15,Raipur,Bhubaneswar,RAI-BAN-BHU,19:53,15:49,14h 0min,1 stop
10083,IndiGo,2021-07-15,Hyderabad,Ahmedabad,HYD-GUW-AHM,02:15,02:09,9h 15min,1 stop
10084,Alliance Air,2024-10-10,Varanasi,Patna,VAR-SUR-DEL-LUC-PAT,11:07,12:37,8h 30min,3 stops
10085,Star Air,2021-07-20,Bangalore,Bhubaneswar,BAN-JAI-BHU,02:32,03:03,6h 45min,1 stop
10086,Akasa Air,2019-01-25,Mumbai,Jaipur,MUM-PUN-JAI,19:43,18:40,10h 45min,1 stop
10087,Alliance Air,2025-03-09,Hyderabad,Patna,HYD-VAR-PAT,19:41,22:41,11h 0min,1 stop
10088,SpiceJet,2025-04-14,Raipur,Patna,RAI-PAT,00:15,09:36,9h 30min,non-stop
10089,Alliance Air,2022-05-01,Hyderabad,Bangalore,HYD-JAI-BAN,08:48,09:53,12h 45min,1 stop
10090,IndiGo,2019-04-03,Indore,Chennai,IND-AHM-VAR-NAG-CHE,21:34,15:10,14h 15min,3 stops
10091,Alliance Air,2025-09-12,Delhi,Chennai,DEL-PAT-CHE,06:48,02:49,6h 30min,1 stop
10092,Akasa Air,2020-02-11,Guwahati,Delhi,GUW-JAI-DEL,17:11,06:29,14h 30min,1 stop
10093,Akasa Air,2025-09-26,Kolkata,Lucknow,KOL-PUN-IND-COC-LUC,18:04,07:55,1h 15min,3 stops
10094,GoAir,2021-09-23,Delhi,Pune,DEL-SUR-NAG-PUN,17:47,04:59,11h 30min,2 stops
10095,SpiceJet,2020-09-02,Cochin,Jaipur,COC-DEL-KOL-JAI,20:57,03:08,2h 0min,2 stops
10096,Akasa Air,2020-07-13,Bhubaneswar,Goa,BHU-NAG-LUC-GOA,13:24,06:16,4h 45min,2 stops
10097,SpiceJet,2022-12-19,Surat,Jaipur,SUR-RAI-JAI,05:01,22:41,5h 0min,1 stop
10098,GoAir,2021-12-22,Nagpur,Bangalore,NAG-BAN,23:31,16:07,5h 0min,non-stop
10099,Air India,2020-12-13,Varanasi,Surat,VAR-SUR,01:48,06:35,6h 0min,non-stop
10100,GoAir,2022-07-14,Mumbai,Kolkata,MUM-KOL,04:54,18:17,13h 45min,non-stop
10101,Star Air,2025-07-10,Bhubaneswar,Chennai,BHU-DEL-PUN-MUM-CHE,07:20,19:47,10h 30min,3 stops
10102,GoAir,2019-12-23,Raipur,Surat,RAI-HYD-SUR,10:34,08:10,8h 15min,1 stop
10103,Vistara,2019-08-10,Patna,Guwahati,PAT-VAR-GOA-HYD-GUW,13:48,09:47,10h 30min,3 stops
10104,IndiGo,2024-01-03,Nagpur,Jaipur,NAG-RAI-JAI,22:14,16:55,10h 45min,1 stop
10105,Star Air,2021-07-07,Hyderabad,Surat,HYD-NAG-DEL-PUN-SUR,03:15,14:19,12h 0min,3 stops
10106,Alliance Air,2023-10-22,Pune,Patna,PUN-DEL-VAR-IND-PAT,05:25,04:54,15h 45min,3 stops
10107,SpiceJet,2021-06-04,Surat,Bangalore,SUR-BAN,05:34,03:51,13h 30min,non-stop
10108,GoAir,2022-06-08,Varanasi,Bhubaneswar,VAR-BHU,08:15,18:21,9h 45min,non-stop
10109,IndiGo,2024-09-28,Indore,Bangalore,IND-JAI-GUW-NAG-BAN,07:43,16:48,9h 0min,3 stops
10110,TruJet,2024-10-16,Guwahati,Surat,GUW-AHM-DEL-SUR,14:21,13:58,1h 45min,2 stops
10111,Air India,2023-02-09,Nagpur,Jaipur,NAG-COC-IND-JAI,07:00,09:46,2h 15min,2 stops
10112,TruJet,2020-06-14,Indore,Hyderabad,IND-BHU-BAN-HYD,19:03,14:34,9h 30min,2 stops
10113,SpiceJet,2022-08-17,Bangalore,Jaipur,BAN-VAR-AHM-BHU-JAI,19:05,05:07,4h 0min,3 stops
10114,Alliance Air,2024-06-16,Kolkata,Bangalore,KOL-SUR-BAN,12:08,15:46,2h 0min,1 stop
10115,Alliance Air,2023-10-21,Hyderabad,Indore,HYD-DEL-GUW-IND,08:18,09:59,1h 45min,2 stops
10116,Alliance Air,2019-01-04,Varanasi,Lucknow,VAR-GUW-DEL-LUC,13:27,11:52,10h 0min,2 stops
10117,Star Air,2020-10-22,Jaipur,Patna,JAI-DEL-PAT,08:17,09:12,4h 45min,1 stop
10118,GoAir,2023-04-12,Chennai,Pune,CHE-PUN,12:34,18:41,5h 15min,non-stop
10119,TruJet,2019-02-16,Kolkata,Patna,KOL-PUN-PAT,03:16,12:29,4h 45min,1 stop
10120,AirAsia India,2025-08-12,Bhubaneswar,Hyderabad,BHU-JAI-HYD,00:12,18:29,1h 15min,1 stop
10121,GoAir,2023-01-21,Mumbai,Guwahati,MUM-KOL-RAI-GUW,10:02,15:27,1h 0min,2 stops
10122,Star Air,2022-08-19,Cochin,Mumbai,COC-NAG-MUM,02:46,04:30,15h 0min,1 stop
10123,GoAir,2021-04-01,Patna,Varanasi,PAT-VAR,11:46,17:52,8h 15min,non-stop
10124,Air India,2020-09-02,Guwahati,Bangalore,GUW-GOA-AHM-BAN,08:52,02:24,15h 15min,2 stops
10125,Air India,2025-10-09,Patna,Varanasi,PAT-GUW-HYD-VAR,02:50,12:44,2h 30min,2 stops
10126,Air India,2019-09-12,Mumbai,Varanasi,MUM-VAR,17:39,10:39,12h 45min,non-stop
10127,GoAir,2024-02-17,Pune,Chennai,PUN-GOA-CHE,05:43,12:55,9h 30min,1 stop
10128,Alliance Air,2024-09-17,Nagpur,Hyderabad,NAG-LUC-RAI-VAR-HYD,02:41,03:05,8h 45min,3 stops
10129,SpiceJet,2021-07-05,Cochin,Mumbai,COC-GUW-BHU-MUM,22:09,05:15,11h 45min,2 stops
10130,Alliance Air,2023-01-19,Bangalore,Guwahati,BAN-GUW,13:35,04:41,13h 45min,non-stop
